comment_id,date,civic_content,department,type,website
Ugyb95885cFkzFhbi2t4AaABAg,2025-11-06T06:15:28Z,Great response regarding lamp. ಧನ್ಯವಾದಗಳು!,Electrical,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugw2GGBtwSm02Lzq9sJ4AaABAg,2025-11-05T16:04:26Z,garbage has not been working properly. Kindly repair it.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxfXx4ZfWiC9WJaRlJ4AaABAg,2025-11-05T15:39:09Z,bridge service handled very well. Appreciated.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgzRu0I2Zbl0bOMnqWR4AaABAg,2025-11-05T15:31:00Z,Happy with the recent work on trash. Keep going.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyTwMcZSvXDUVo2z_14AaABAg,2025-11-05T08:59:39Z,Happy with the recent work on cleaning. Keep going.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgzTwtpPYJa2irYAvPZ4AaABAg,2025-11-05T08:55:07Z,ತ್ಯಾಜ್ಯ service handled very well. Appreciated.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugz7YR87TT2fU2v6Vkt4AaABAg,2025-11-05T07:10:20Z,Great response regarding ಕಸ. ಧನ್ಯವಾದಗಳು!,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyvQ4EDLA7eNMRQcCZ4AaABAg,2025-11-05T05:08:14Z,bridge service handled very well. Appreciated.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxVtNilNuPATw9Q5HB4AaABAg,2025-11-05T04:54:14Z,Great response regarding street. ಧನ್ಯವಾದಗಳು!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwPuIFpPX9rp-L3S8N4AaABAg,2025-11-04T16:32:40Z,waste has not been working properly. Kindly repair it.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwlEyYKy2WUZjmQOjJ4AaABAg,2025-11-04T16:09:06Z,bridge has not been working properly. Kindly repair it.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyR30K2f2Qb92tjAe54AaABAg,2025-11-04T16:06:56Z,ತ್ಯಾಜ್ಯ has not been working properly. Kindly repair it.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugw5peOO2l71DP8iwxh4AaABAg,2025-11-04T15:59:18Z,waste service handled very well. Appreciated.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwA5vkvWLbPJcthP914AaABAg,2025-11-04T14:41:24Z,street service handled very well. Appreciated.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugzl8kxL6PdvJV5ynVt4AaABAg,2025-11-04T14:24:17Z,street problem is causing inconvenience. Request quick action.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwUX87pnAJOtt3D2AB4AaABAg,2025-11-04T14:21:14Z,There is an issue with ರಸ್ತೆ. Please fix it soon.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwWY5wXx1qdklPZAg94AaABAg,2025-11-04T14:16:36Z,Good improvement in cleaning. Thank you!,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgzWd7PPPMlDIBySiO94AaABAg,2025-11-04T14:01:29Z,Great response regarding street. ಧನ್ಯವಾದಗಳು!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgzbklpNFTn49NwFxDZ4AaABAg,2025-11-04T11:55:30Z,ಸ್ವಚ್ಛತೆ service handled very well. Appreciated.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyPhRTK7zjqsCgKr_J4AaABAg,2025-11-04T08:49:39Z,There is an issue with ಕಸ. Please fix it soon.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgzWQTvuGMukjqys9bN4AaABAg,2025-11-04T01:52:18Z,cleaning has not been working properly. Kindly repair it.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxMT6NlUr9qYAmMq5B4AaABAg,2025-11-04T01:41:04Z,Positive changes seen in ಕಸ. Thanks team.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwRKXLUzUqfIkv5iMR4AaABAg,2025-11-03T15:39:52Z,Great response regarding ಸರಬರಾಜು. ಧನ್ಯವಾದಗಳು!,Water Supply,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgzeyqAax7__NiRM2dB4AaABAg,2025-11-03T13:00:12Z,Happy with the recent work on ಸೇತುವೆ. Keep going.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgztI41KGbzmr8tx_f14AaABAg,2025-11-03T11:12:20Z,Great response regarding ಕಸ. ಧನ್ಯವಾದಗಳು!,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugzz3KLZgPkn7b1t5Hl4AaABAg,2025-11-03T10:37:28Z,garbage service handled very well. Appreciated.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugw-Wd-vZrYkR6T0jWZ4AaABAg,2025-11-02T20:51:45Z,The condition of ಸೇತುವೆ needs urgent attention.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugxy6W8SUykee9_o6ER4AaABAg,2025-11-02T18:20:16Z,Happy with the recent work on ಸೇತುವೆ. Keep going.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyWc57rTgdxZ5tma-p4AaABAg,2025-11-02T16:23:55Z,Great response regarding drinking. ಧನ್ಯವಾದಗಳು!,Water Supply,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugxt1o_aYMwDj7Yic7F4AaABAg,2025-11-02T10:37:39Z,The condition of trash needs urgent attention.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugyi1QLBLm7-CVT3U1d4AaABAg,2025-11-02T10:13:08Z,ತ್ಯಾಜ್ಯ problem is causing inconvenience. Request quick action.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwvKPZmdM97F5nR2hR4AaABAg,2025-11-02T10:07:08Z,Happy with the recent work on pothhole. Keep going.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyX9tMK1qhUCHHpHph4AaABAg,2025-11-02T07:48:59Z,cleaning has not been working properly. Kindly repair it.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgzjRskghLbKnM1LqTB4AaABAg,2025-11-01T19:41:21Z,Good improvement in waste. Thank you!,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugyn69yKtDfRDpztauB4AaABAg,2025-11-01T19:25:41Z,The condition of ಕಸ needs urgent attention.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugyt4OtgAya23o5mgjd4AaABAg,2025-11-01T18:15:31Z,Great response regarding ಸೇತುವೆ. ಧನ್ಯವಾದಗಳು!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugx3On8EWwmtDQx16LV4AaABAg,2025-11-01T18:11:19Z,Positive changes seen in street. Thanks team.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgzLT0P-vPutpeN0o354AaABAg,2025-11-01T18:09:19Z,There is an issue with ರಸ್ತೆ. Please fix it soon.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxvOkEzWkmGlIyRRuZ4AaABAg,2025-11-01T17:08:50Z,People are facing trouble due to drinking. ಇದು ತಕ್ಷಣ ಸರಿಪಡಿಸಿ.,Water Supply,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugwmb6xjrPFjxbjMUZ54AaABAg,2025-11-01T17:04:31Z,Positive changes seen in cleaning. Thanks team.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugz4KN5ljgkJSfn3VUF4AaABAg,2025-11-01T16:00:33Z,Great response regarding ಕಸ. ಧನ್ಯವಾದಗಳು!,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgywWYcAKWZxb6HZQI54AaABAg,2025-11-01T15:21:39Z,Great response regarding ಕಸ. ಧನ್ಯವಾದಗಳು!,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyEjAk98gjkfBsDfRV4AaABAg,2025-11-01T14:27:11Z,Great response regarding garbage. ಧನ್ಯವಾದಗಳು!,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxYaLL1gKtZnhAZjfh4AaABAg,2025-11-01T13:55:25Z,There is an issue with garbage. Please fix it soon.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwbGVQYM3b8C9TwW0l4AaABAg,2025-11-01T13:29:51Z,Positive changes seen in road. Thanks team.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyFnJhhbslRC0H_Jct4AaABAg,2025-11-01T13:19:11Z,There is an issue with ಸೇತುವೆ. Please fix it soon.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwxIbuunWVKxunFKgB4AaABAg,2025-11-01T13:16:59Z,Happy with the recent work on pothhole. Keep going.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugyt4VTTCI7Gjd9uDod4AaABAg,2025-11-01T13:11:56Z,Happy with the recent work on ಸೇತುವೆ. Keep going.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwUoAOVlWJPlCBlxU94AaABAg,2025-11-01T10:20:31Z,People are facing trouble due to trash. ಇದು ತಕ್ಷಣ ಸರಿಪಡಿಸಿ.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyzigwUnJKOpK5SRbV4AaABAg,2025-11-01T09:53:10Z,Happy with the recent work on ಸೇತುವೆ. Keep going.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugz_c3CnCjbjwaqYe8l4AaABAg,2025-11-01T09:24:35Z,The condition of bridge needs urgent attention.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxHCSVxtK8d6co6Jlh4AaABAg,2025-11-01T09:15:08Z,There is an issue with trash. Please fix it soon.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxWZRUdgPAx3y_hO9R4AaABAg,2025-11-01T08:29:21Z,street service handled very well. Appreciated.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwI3fvunub63ttKGAx4AaABAg,2025-11-01T08:01:41Z,Positive changes seen in ಕಸ. Thanks team.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugzf8VcyRl7nmnge5AJ4AaABAg,2025-11-01T06:08:18Z,waste has not been working properly. Kindly repair it.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugzv4k5D5PfLWNE7LQt4AaABAg,2025-10-31T20:14:43Z,Great response regarding bridge. ಧನ್ಯವಾದಗಳು!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxYYDM2AQW3iU-6ohN4AaABAg,2025-10-31T19:34:42Z,ತೆರಿಗೆ problem is causing inconvenience. Request quick action.,Revenue/Tax,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyAX1WLuVLzE2JnuXZ4AaABAg,2025-10-31T19:25:27Z,Great response regarding ತ್ಯಾಜ್ಯ. ಧನ್ಯವಾದಗಳು!,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugwygu7ZwTnxF97NIcR4AaABAg,2025-10-31T19:21:53Z,There is an issue with waste. Please fix it soon.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugw9gCkWIjZSkfH3_Jd4AaABAg,2025-10-31T19:13:55Z,Positive changes seen in garbage. Thanks team.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxE17Gkc6U833szJM14AaABAg,2025-10-31T18:05:47Z,Good improvement in ಸೇತುವೆ. Thank you!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxJJDQ-1R9RQSt2RJV4AaABAg,2025-10-31T17:28:31Z,People are facing trouble due to garbage. ಇದು ತಕ್ಷಣ ಸರಿಪಡಿಸಿ.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyoNVLmPzcBarjEX154AaABAg,2025-10-31T16:10:40Z,Great response regarding bridge. ಧನ್ಯವಾದಗಳು!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgytW0beL9RunViMgiR4AaABAg,2025-10-31T15:25:26Z,The condition of garbage needs urgent attention.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyyOZRZkqUScoGtC1F4AaABAg,2025-10-31T15:19:41Z,Positive changes seen in waste. Thanks team.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgymqWyCJM_mlXv3Ikx4AaABAg,2025-10-31T15:05:11Z,Happy with the recent work on ಕಸ. Keep going.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyXJC6ItoIk5XaxE1V4AaABAg,2025-10-31T15:01:08Z,The condition of ಬೀದಿ needs urgent attention.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxYPc4lMEawifDPfld4AaABAg,2025-10-31T14:38:50Z,Good improvement in garbage. Thank you!,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyN7oPqKuWFNMie1zx4AaABAg,2025-10-31T14:01:21Z,The condition of road needs urgent attention.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyAWCCKvhmX-OAI8ix4AaABAg,2025-10-31T13:49:24Z,ತ್ಯಾಜ್ಯ service handled very well. Appreciated.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgzbReL3i-8wIIdEzu94AaABAg,2025-10-31T13:31:26Z,There is an issue with cleaning. Please fix it soon.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugwt4bHJt68m69jHS_p4AaABAg,2025-10-31T13:14:42Z,Positive changes seen in waste. Thanks team.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwdrbN8oaypMXe129N4AaABAg,2025-10-31T12:44:28Z,People are facing trouble due to street. ಇದು ತಕ್ಷಣ ಸರಿಪಡಿಸಿ.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxOtJwXOpyfDUL8KcV4AaABAg,2025-10-31T12:23:52Z,The condition of ತ್ಯಾಜ್ಯ needs urgent attention.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxYIgxwG7ROFSd_Wnd4AaABAg,2025-10-31T12:14:30Z,Good improvement in street. Thank you!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyMIw_xzdCqgvuCTr54AaABAg,2025-10-31T11:23:27Z,Good improvement in trash. Thank you!,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgzjwWKYMHQ_7g8i9dF4AaABAg,2025-10-31T11:18:13Z,There is an issue with trash. Please fix it soon.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugw41laNP7_7FDBp_MZ4AaABAg,2025-10-31T10:47:00Z,Good improvement in garbage. Thank you!,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxPhbjaYofad-LZGD94AaABAg,2025-10-31T10:42:40Z,Positive changes seen in ಕಸ. Thanks team.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugzszng20kOXpDj61_14AaABAg,2025-10-31T10:05:45Z,Happy with the recent work on bridge. Keep going.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyWX3Arntmblnj1JbN4AaABAg,2025-10-31T09:59:15Z,People are facing trouble due to bridge. ಇದು ತಕ್ಷಣ ಸರಿಪಡಿಸಿ.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwTudd9almk5aDwNI94AaABAg,2025-10-31T08:54:52Z,Positive changes seen in pothhole. Thanks team.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgxlU6ASvDQR3TOpuwR4AaABAg,2025-10-31T07:40:30Z,There is an issue with ಕಸ. Please fix it soon.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugylkrr9ENfEwplkUWt4AaABAg,2025-10-31T07:19:06Z,There is an issue with ತ್ಯಾಜ್ಯ. Please fix it soon.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgzGRosJ4qw9uJ1joaB4AaABAg,2025-10-31T05:02:02Z,cleaning has not been working properly. Kindly repair it.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgyqPzhVWl2G3PSLLjR4AaABAg,2025-10-30T17:57:28Z,ತ್ಯಾಜ್ಯ problem is causing inconvenience. Request quick action.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgwkBevlqdqshbUafEF4AaABAg,2025-10-30T17:44:33Z,garbage problem is causing inconvenience. Request quick action.,Sanitation,Complaint,https://www.youtube.com/watch?v=UdgHlRmCyJ0
UgzVCdmtMAkaMEliDnl4AaABAg,2025-10-30T16:14:36Z,trash service handled very well. Appreciated.,Sanitation,Feedback,https://www.youtube.com/watch?v=UdgHlRmCyJ0
Ugyzq35XjodrP_o-9lZ4AaABAg,2025-11-23T03:53:21Z,The condition of ಸ್ವಚ್ಛತೆ needs urgent attention.,Sanitation,Complaint,https://www.youtube.com/watch?v=cVOKISVjIyY
UgxgT9LbC1DFWn5S3-F4AaABAg,2025-11-23T03:52:22Z,Good improvement in street. Thank you!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=cVOKISVjIyY
UgxXU7tD1fhHPsVjjZh4AaABAg,2025-11-19T05:17:53Z,The condition of pothhole needs urgent attention.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=cVOKISVjIyY
UgzfRQPATLDm3d5f2sV4AaABAg,2025-11-07T08:50:56Z,Good improvement in ರಸ್ತೆ. Thank you!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=cVOKISVjIyY
Ugwypi4_CcWYJ0Hhli14AaABAg,2025-11-04T14:23:30Z,pothhole has not been working properly. Kindly repair it.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=cVOKISVjIyY
UgyWwPtR66p20MWQKTp4AaABAg,2025-11-04T04:30:00Z,Great response regarding road. ಧನ್ಯವಾದಗಳು!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=cVOKISVjIyY
Ugzm9z_qlup67WCOMk14AaABAg,2025-11-02T18:50:17Z,Great response regarding streetlight. ಧನ್ಯವಾದಗಳು!,Electrical,Feedback,https://www.youtube.com/watch?v=cVOKISVjIyY
UgwkJC5lD_8Nd80BsKx4AaABAg,2025-11-02T07:48:02Z,The condition of ರಸ್ತೆ needs urgent attention.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=cVOKISVjIyY
Ugyod225cNj4d59zfRt4AaABAg,2025-11-01T10:22:38Z,ರಸ್ತೆ problem is causing inconvenience. Request quick action.,Roads & Infrastructure,Complaint,https://www.youtube.com/watch?v=cVOKISVjIyY
UgxNKNcHKWsDfLjHGw14AaABAg,2025-11-01T05:38:23Z,Happy with the recent work on street. Keep going.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=cVOKISVjIyY
UgwO2MhRmxGup56pKNl4AaABAg,2025-10-31T21:55:46Z,ಸೇತುವೆ service handled very well. Appreciated.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=cVOKISVjIyY
Ugx3KPZsDF5FeU50-bt4AaABAg,2025-10-31T18:49:09Z,The condition of ಸ್ವಚ್ಛತೆ needs urgent attention.,Sanitation,Complaint,https://www.youtube.com/watch?v=cVOKISVjIyY
UgxPnRAwmG1BSQqYpMp4AaABAg,2025-10-31T18:45:12Z,There is an issue with garbage. Please fix it soon.,Sanitation,Complaint,https://www.youtube.com/watch?v=cVOKISVjIyY
UgyGEkipanCsZNd9snZ4AaABAg,2025-10-31T16:45:36Z,ಕಸ problem is causing inconvenience. Request quick action.,Sanitation,Complaint,https://www.youtube.com/watch?v=cVOKISVjIyY
Ugz3Ajm-OGJIz6a33n14AaABAg,2025-10-31T12:50:33Z,Positive changes seen in cleaning. Thanks team.,Sanitation,Feedback,https://www.youtube.com/watch?v=cVOKISVjIyY
Ugw5tyWSKHnQDzkO8lZ4AaABAg,2025-10-31T12:38:33Z,ತ್ಯಾಜ್ಯ service handled very well. Appreciated.,Sanitation,Feedback,https://www.youtube.com/watch?v=cVOKISVjIyY
UgwNf_qAeSr2sJQKyvx4AaABAg,2025-10-31T12:25:19Z,Great response regarding ಬೀದಿ. ಧನ್ಯವಾದಗಳು!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=cVOKISVjIyY
UgzxftgqX3CxhB3ZLp14AaABAg,2025-10-31T08:59:52Z,Great response regarding trash. ಧನ್ಯವಾದಗಳು!,Sanitation,Feedback,https://www.youtube.com/watch?v=cVOKISVjIyY
UgxqW4m3NpYMhNm73H54AaABAg,2025-11-13T18:29:12Z,Good improvement in garbage. Thank you!,Sanitation,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgwVP8bQI3nmnJ8-juR4AaABAg,2025-11-05T19:30:28Z,Good improvement in drinking. Thank you!,Water Supply,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgzjJS4iffH1z4hRZtV4AaABAg,2025-11-03T11:43:07Z,The condition of cleaning needs urgent attention.,Sanitation,Complaint,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgwCoAQltPiPHGE3dft4AaABAg,2025-11-02T17:23:11Z,Positive changes seen in road. Thanks team.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgxFXwspMoPDRHeQ0KB4AaABAg,2025-11-02T16:35:30Z,Great response regarding garbage. ಧನ್ಯವಾದಗಳು!,Sanitation,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgzHMjlOldEiM8H2a6N4AaABAg,2025-11-02T16:00:17Z,Happy with the recent work on ನೀರು. Keep going.,Water Supply,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgwVkfYIO8RghtmHvEB4AaABAg,2025-11-02T10:41:24Z,Great response regarding cleaning. ಧನ್ಯವಾದಗಳು!,Sanitation,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgxeF9DxsL1b3a2tFIl4AaABAg,2025-11-02T09:36:18Z,ಕಸ service handled very well. Appreciated.,Sanitation,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgxACmPdH6DnKlcNTaF4AaABAg,2025-11-01T14:05:52Z,There is an issue with cleaning. Please fix it soon.,Sanitation,Complaint,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgxrnIehpHi8Im05T7p4AaABAg,2025-11-01T12:49:50Z,road service handled very well. Appreciated.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgxQDAQDUUat4ofi2Tl4AaABAg,2025-11-01T08:53:39Z,Happy with the recent work on ಬೀದಿ. Keep going.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgxQIy1teQ_dfI6gBHN4AaABAg,2025-11-01T05:02:39Z,road service handled very well. Appreciated.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgyGGEEzqNaR23K-2954AaABAg,2025-10-31T19:32:09Z,Good improvement in bridge. Thank you!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgxjrYVx8HN3MB534WZ4AaABAg,2025-10-31T16:26:18Z,Great response regarding pothhole. ಧನ್ಯವಾದಗಳು!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgyNaD4QKHPctCeaez14AaABAg,2025-10-31T15:30:42Z,ತ್ಯಾಜ್ಯ has not been working properly. Kindly repair it.,Sanitation,Complaint,https://www.youtube.com/watch?v=SpiUgmpA8pE
Ugy3f_P01D3TQvML38J4AaABAg,2025-10-31T14:43:43Z,Happy with the recent work on ತ್ಯಾಜ್ಯ. Keep going.,Sanitation,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgwpIwWotr-EgXNYGkN4AaABAg,2025-10-31T14:26:05Z,Great response regarding pothhole. ಧನ್ಯವಾದಗಳು!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgzjmfufHorhkJTifjp4AaABAg,2025-10-31T12:50:30Z,Positive changes seen in street. Thanks team.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgzGp54XOj2wTAiDhz14AaABAg,2025-10-31T12:17:35Z,Positive changes seen in ಸೇತುವೆ. Thanks team.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
Ugw_cdxYUEP2N3GR9PZ4AaABAg,2025-10-31T11:46:03Z,The condition of trash needs urgent attention.,Sanitation,Complaint,https://www.youtube.com/watch?v=SpiUgmpA8pE
Ugz-uHfQ1xTIAFEpFxF4AaABAg,2025-10-31T10:46:08Z,Great response regarding ಸ್ವಚ್ಛತೆ. ಧನ್ಯವಾದಗಳು!,Sanitation,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgwPxNFbCNJT7Kt7GhF4AaABAg,2025-10-31T09:34:37Z,Positive changes seen in ರಸ್ತೆ. Thanks team.,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgxnMUDDwKi_XG93aVV4AaABAg,2025-10-31T08:58:48Z,Great response regarding pothhole. ಧನ್ಯವಾದಗಳು!,Roads & Infrastructure,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgxUt4PaUiLutYsmXBh4AaABAg,2025-10-31T07:07:48Z,Good improvement in ಸ್ವಚ್ಛತೆ. Thank you!,Sanitation,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgwdwfsidXhxMXjMzOt4AaABAg,2025-10-31T05:19:08Z,Positive changes seen in trash. Thanks team.,Sanitation,Feedback,https://www.youtube.com/watch?v=SpiUgmpA8pE
UgyjNHl4_vI3Jifjfvl4AaABAg,2025-11-24T05:18:37Z,waste service handled very well. Appreciated.,Sanitation,Feedback,https://www.youtube.com/watch?v=tS-25x4nZ0g
